City	lat	lng	person	category	date	Street	Description	Color
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Putney Congregational Church, Oxford Road, evening.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Wesley’s Chapel, City Road.”	blue
Bromley	51.406025	-0.013156	Josiah Henson	Henson	 1876 or 1877		“Possibly church.”	blue
Twickenham	51.444581	-0.335246	Josiah Henson	Henson	 1876 or 1877		“Old Chapel Royal.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Hinde Street Chapel, Manchester Square.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Weigh House Chapel, London Bridge.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Whitfield Tabernacle, Tottenham Court Road.”	blue
Chelsea	51.485093	-0.174936	Josiah Henson	Henson	 1876 or 1877		“Sloane Street Chapel, Wesleyan Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“St Paul’s Churchyard, address to employees.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Victoria Park Tabernacle, another lecture here.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Barnsbury Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Barnsbury Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Barnsbury Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Brown’s Lane, Spitalfields.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“King’s Cross Wesleyan Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Queen Street, Ratcliffe.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“New Bridge Street, Church of England Young Men’s Society.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Denmark Hill Baptist Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“St John’s Wood, Abbey Road Chapel.”	blue
Bromley	51.406025	-0.013156	Josiah Henson	Henson	 1876 or 1877		“Second visit.”	blue
Brixton	51.461279	-0.115615	Josiah Henson	Henson	 1876 or 1877		“Herne Hill, Chapel belonging to the United Methodist Free Church.”	blue
Middlesex	51.520101	-0.137959	Josiah Henson	Henson	 1876 or 1877		“Hanwell, Middlesex.”	blue
Canterbury	51.280233	1.078909	Josiah Henson	Henson	 1876 or 1877		“Opened the New Primitive Methodist Chapel, afternoon.”	blue
Canterbury	51.280233	1.078909	Josiah Henson	Henson	 1876 or 1877		“Opened the New Primitive Methodist Chapel, evening lecture.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Tolmer Square Congregational Church.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Woodford United Methodist Free Church.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Surrey Chapel, Blackfriars.”	blue
Chelsea	51.485093	-0.174936	Josiah Henson	Henson	 1876 or 1877		“Sloan Terrace Wesleyan Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Putney Congregational Church, second visit.”	blue
Lambeth	51.457148	-0.123068	Josiah Henson	Henson	 1876 or 1877		“Upton Baptist Chapel.”	blue
Shoreditch	51.52849	-0.084728	Josiah Henson	Henson	 1876 or 1877		“Bedford Institute, Commercial Street.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Barnsburch Chapel, second visit.”	blue
Folkestone	51.081397	1.169456	Josiah Henson	Henson	 1876 or 1877		“Folkestone Town Hall.”	blue
Ramsgate	51.335545	1.419895	Josiah Henson	Henson	 1876 or 1877		“St James’s Hall.”	blue
Ramsgate	51.335545	1.419895	Josiah Henson	Henson	 1876 or 1877		“Primitive Methodist Chapel.”	blue
Whitstable	51.361047	1.024256	Josiah Henson	Henson	 1876 or 1877		“Congregational Church.”	blue
Canterbury	51.280233	1.078909	Josiah Henson	Henson	 1876 or 1877		“Wesleyan Chapel.”
Canterbury	51.280233	1.078909	Josiah Henson	Henson	 1876 or 1877		“Wesleyan Chapel.”
Tunbridge	51.195043	0.27568	Josiah Henson	Henson	 1876 or 1877		“Congregational Church.”	blue
Tunbridge	51.195043	0.27568	Josiah Henson	Henson	 1876 or 1877		“Addressed meeting to villagers.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Peniel Tabernacle, third visit.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Grafton Road Iron Chapel.”	blue
London	51.507351	-0.127758	JJosiah Henson	Henson	 1876 or 1877		“St John Wood, possibly Abbey Chapel.”	blue
Paddington	51.515973	-0.174943	Josiah Henson	Henson	 1876 or 1877		“Welsh Calvinistic Methodist Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Bedford Chapel, Oakley Square.”	blue
Tunbridge	51.195043	0.27568	Josiah Henson	Henson	 1876 or 1877		“Tunbridge Congregational Church.”	blue
Maidstone	51.270363	0.522699	Josiah Henson	Henson	 1876 or 1877		“Lecture.”	blue
Whitstable	51.361047	1.024256	Josiah Henson	Henson	 1876 or 1877		“Congregational Church, second visit.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Herne Bay, Congregational Church.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Upper Norwood, St Aubyn’s Road Congregational Church.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Forest Hill.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Forest Hill Lecture Hall.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Upper Clapton Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“High Barnet.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Tulse Hill, Wesleyan Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Manchester Square, Hinde Street Wesleyan Chapel.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Upper Norwood, Wesleyan Schoolroom.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“The Tabernacle, Victoria Park.”	blue
London	51.507351	-0.127758	Josiah Henson	Henson	 1876 or 1877		“Metropolitan Tabernacle.”	blue
Brighton	50.82253	0.137163	Josiah Henson	Henson	 1876 or 1877		“The Great Dome Pavilion.”	blue
Brighton	50.82253	0.137163	Josiah Henson	Henson	 1876 or 1877		“The Great Dome Pavilion.”	blue
Stepney	51.515985	-0.047725	Josiah Henson	Henson	 1876 or 1877		“Edinburgh Castle venue.”	blue
Stockwell	51.468813	-0.125439	Josiah Henson	Henson	 1876 or 1877		“Mr C. H. Spurgeon’s Orphanage.”	blue
Forest Hill	51.439778	-0.054642	Josiah Henson	Henson	 1876 or 1877		“St John’s Church.”	blue
Sydenham	51.42476	-0.059399	Josiah Henson	Henson	 1876 or 1877		“Rev. Grey Maitland’s Church in the Grove.”	blue
Kent	51.278708	0.521725	Josiah Henson	Henson	 1876 or 1877		“St Mary Cray, The Temple.”	blue
Salisbury	51.068785	-1.794472	Josiah Henson	Henson	 1876 or 1877		“Lecture.”	blue
Hackney	51.551795	-0.064644	Josiah Henson	Henson	 1876 or 1877		“Hackney, Richmond Road Wesleyan Chapel.”	blue
Leicester	52.636878	-1.139759	Josiah Henson	Henson	 1876 or 1877		“Great Temperance Hall.”	blue
Loughborough	52.772099	-1.206166	Josiah Henson	Henson	 1876 or 1877		“Corn Exchange.”	blue
Bristol	51.454513	-2.58791	Josiah Henson	Henson	 1876 or 1877		“Rev. W.J. Mayer’s Baptist Chapel.”	blue
Bristol	51.454513	-2.58791	Josiah Henson	Henson	 1876 or 1877		“Wesleyan Chapel.”	blue
Glasgow	55.864237	-4.251806	Josiah Henson	Henson	 1876 or 1877		“City Hall.”	blue
Glasgow	55.864237	-4.251806	Josiah Henson	Henson	 1876 or 1877		“Kibble Palace.”	blue
Edinburgh	55.953252	-3.188267	Josiah Henson	Henson	 1876 or 1877		“Literary Institute.”	blue
Hackney	51.551795	-0.064644	Josiah Henson	Henson	 1876 or 1877		“Hackney Road, Wesleyan Chapel.”	blue
Huntly	57.445936	-2.787806	Ida B. Wells	Wells	 Spring 1893		“Evening.”	teal
Kirkliston	55.956972	-3.401411	Ida B. Wells	Wells	 Spring 1893”		“Evening.”	teal
Edinburgh	55.95352	-3.188267	Ida B. Wells	Wells	 Spring 1893		“Evening.”	teal
Edinburgh	55.95352	-3.188267	Ida B. Wells	Wells	 Spring 1893		“Evening.”	teal
Edinburgh	55.95352	-3.188267	Ida B. Wells	Wells	 Spring 1893		“Evening.”	teal
Edinburgh	55.95352	-3.188267	Ida B. Wells	Wells	 Spring 1893		“Evening.”	teal
Glasgow	55.864237	-4.251806	Ida B. Wells	Wells	 Spring 1893		“Evening.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells		1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
Bristol	51.454513	-2.58791	Ida B. Wells	Wells	 1894		“Evening.”	teal
Bristol	51.454513	-2.58791	Ida B. Wells	Wells	 1894		“Evening.”	teal
Bristol	51.454513	-2.58791	Ida B. Wells	Wells	 1894		“Evening.”	teal
Liverpool	53.408371	-2.991573	Ida B. Wells	Wells	 1894		“Evening.”	teal
Liverpool	53.408371	-2.991573	Ida B. Wells	Wells	 1894		“Evening.”	teal
Liverpool	53.408371	-2.991573	Ida B. Wells	Wells	 1894		“Evening.”	teal
Liverpool	53.408371	-2.991573	Ida B. Wells	Wells	 4 May 1894		“Friends’ Institute.”	teal
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 5 May 1894		“Vegetarian Restaurant, Fountain Street.”	teal
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 6 May 1894		“Central Hall, Oldham Street.”	teal
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells		1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells		1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Southport	53.645708	-3.010113	Ida B. Wells	Wells	 1894		“Evening?”	teal
Newcastle	54.978252	-1.61778	Ida B. Wells	Wells	 1894		“Evening?”	teal
Salford	53.487523	-2.290126	Ida. B. Wells	Wells	 7 May 1893		“Morning, Unitarian Church, Moss Side.”	teal
Salford	53.487523	-2.290126	Ida. B. Wells	Wells	 7 May 1893		“Afternoon, addressed the Bible Christian School.”	teal
Salford	53.487523	-2.290126	Ida B. Wells	Wells	 7 May 1893		“Evening, Temperance Hall.”	teal
Ashton-Under-Lyne	53.487682	-2.096108	Ida B. Wells	Wells	 May 1893		“Evening.”	teal
Newcastle	54.978252	-1.61778	Ida B. Wells	Wells		9 May 1893		“Friends Meeting House, afternoon.”	teal
Newcastle	54.978252	-1.61778	Ida B. Wells	Wells	 9 May 1893		“Friends Meeting House, evening.”	teal
Darlington	54.52361	-1.559458	Ida B. Wells	Wells	 12 May 1893		“Mechanics Hall.”	teal
Birmingham	52.486243	-1.890401	Ida B. Wells	Wells	 17 May 1893		“Young Men’s Christian Association Assembly Hall, Needles Alley.”	teal
Birmingham	52.486243	-1.890401	Ida B. Wells	Wells	 17 May 1893		“Central Hall, Corporation Street, evening.”	teal
Street	51.124679	-2.742919	Ida B. Wells	Wells	 18 May 1893		“Drawing Room at Mill Field.”	teal
Street	51.124679	-2.742919	Ida B. Wells	Wells	 19 May 1893		“Crespin Hall.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 23-28 May 1893		“YMCA/Quakers.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 23-28 May 1893		“YMCA/Quakers.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 23-28 May 1893		“YMCA/Quakers.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 23-28 May 1893		“YMCA/Quakers.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 2 June 1893		“Address to World’s Women’s CT.”	teal
Portsmouth	50.819768	-1.087977	Ida B. Wells	Wells	 1 June 1893		“Fullers Hall, Landport.”	teal
Sheffield	53.381129	-1.470085	Ida B. Wells	Wells	 1894		“Possibly evening.”	teal
London	51.507351	-0.127758	Ida B. Wells	Wells	 1894		“I have spoken not less than thirty-five times at different gatherings…during my six weeks’ stay in London, including clubs, drawing rooms, parties, lectures.”	teal
Manchester	53.480759	-2.242631	Ida B. Wells	Wells		1894		“Evening?”	teal	
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal	
Newcastle	54.978252	-1.61778	Ida B. Wells	Wells	 9 May 1893		“Friends Meeting House, afternoon.”	teal
Manchester	53.480759	-2.242631	Ida B. Wells	Wells	 1894		“Evening?”	teal
Bedford	52.135973	-0.466655	Moses Roper	Roper	 Likely to be 1840		“Baptist Hall or Church”	yellow
Biggleswade	52.086938	-0.26422	Moses Roper	Roper	 Late July 1840		“Baptist Church”	yellow
Blunham	52.146776	-0.317263	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Cranfield	52.068635	-0.608741	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Dunstable	51.885644	-0.52039	Moses Roper	Roper	 Probably 1840		“Baptist Hall or Church”	yellow
Leighton	53.119624	-2.478914	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Luton	51.878671	-0.420026	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Maulden	52.030787	-0.469599	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ridgmount	51.20054	-1.777167	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Risely	52.254192	-0.474285	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Sharnbrook	52.225997	-0.544278	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Shefford	52.038699	-0.333947	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Steventon	51.228457	-1.220117	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Askett	51.737522	-0.820371	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Aston Clinton	51.796164	-0.727713	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Buckingham	51.999326	-0.987645	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Chenies	51.67452	-0.530292	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Chesham	51.709401	-0.612333	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Tring	51.796078	-0.655879	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Colnbrook	51.483718	-0.525159	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Cuddington	51.79351	-0.931045	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Datchett	51.484026	-0.579521	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Gold Hill	52.50717	0.257124	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Great Brickhill	51.962945	-0.68557	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Haddenham	51.77334	-0.925965	Moses Roper	Roper	 23 February 1844		“Baptist Hall or Church”	yellow
Hanslope	52.115155	-0.828192	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ickford	51.761372	-1.062002	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ivinghoe	51.837421	-0.628359	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Little Kingshill	51.682392	-0.702979	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Long Crendon	51.773991	-1.001586	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Marlow	51.571944	-0.776942	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Missenden	51.702655	-0.70319	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Mursley	51.949203	-0.811454	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Olney	52.154738	-0.701378	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Beacon Hill	51.62699	-0.688794	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Princes Risborough	51.724376	-0.834518	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Quainton	51.873908	-0.915885	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Speen	51.412555	-1.363011	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Stony Stratford	52.05702	-0.849039	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Waddesdon Hill	51.834721	-0.904867	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Bottisham Lode	52.262242	0.221048	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Cambridge	52.205337	0.121817	Moses Roper	Roper	 23 September 1839		“Baptist Chapel, evening”	yellow
Chatteris	52.456102	0.054012	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Cottenham	52.288837	0.124287	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Downham	53.894538	-2.329381	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Gamlingay	52.155551	-0.19286	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Haddenham	51.77334	-0.925965	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Isleham	52.340264	0.411017	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
March	52.551716	0.088622	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Soham	52.335212	0.337508	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Whittlesea	52.558118	-0.130096	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Willingham	52.314234	0.057902	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Wisbech	52.666317	0.158797	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Duffield	52.984696	-1.487313	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Loscoe	53.02596	-1.371497	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Melbourne	52.823745	-1.428569	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ticknall	52.812054	-1.476954	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Stoke on Trent	53.002668	-2.179404	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ashwater	50.73136	-4.292116	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Bratninch	50.828878	-3.41821	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Brayford	51.09495	-3.875024	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Brixham	50.39514	-3.513924	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Croyde	51.129983	-4.224413	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Collinstock	50.913967	-3.280072	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Prescott	53.428674	-2.804564	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Dartmouth	50.352517	-3.578807	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Exeter	50.718412	-3.533899	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Hemyock	50.91135	-3.227796	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Tawstock	51.050696	-4.062927	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Saffron Walden	52.022593	0.239215
Tillingham	51.695042	0.882534	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Avening	51.680156	-2.170923	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Blackeney	52.953685	1.014356	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Cambridge	52.205337	0.121817	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Coleford	51.793441	-2.617473	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Lechlade	51.699766	-1.691452	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Minchinhampton	51.704417	-2.187054	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Painswick	51.787167	-2.193556	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Slimbridge	51.728226	-2.377663	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Stow on the Wold	51.931364	-1.726444	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ledbury	52.033882	-2.423574	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Leominster	52.2257	-2.742772	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ross	52.677672	-1.937188	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Tenbury	52.307662	-2.596406	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
